Record Type,Internal Name,Display Name,Category,Base Class,Spawn Status,NPC Slots,Runtime Slot Overrides,Life Max,Damage,Defense,NPC.boss,Friendly,Town NPC,Rule Method,Rule Weight,Progression,Biome,Depth,Time,Random Gate,Water,Conditions,Source File,Source Line
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.06f,Pre-Hardmode + Hardmode + SuperHardmode,Machine Temple,Underground or Caverns,Day,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)) && (!(Main.expertMode && Main.bloodMoon && spawnInfo.Player.ZoneOverworldHeight && (NPC.downedBoss2 || NPC.downedBoss3))) && (!(Main.expertMode && Main.bloodMoon && (NPC.downedBoss2 || NPC.downedBoss3))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && ((NPC.downedBoss2 || NPC.downedBoss3) && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight) && Main.dayTime && !(spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))",NPCs/Enemies/HollowSoldierOriginal.cs,849
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.08f,Pre-Hardmode + Hardmode + SuperHardmode,Machine Temple,Underground or Caverns,Night,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)) && (!(Main.expertMode && Main.bloodMoon && spawnInfo.Player.ZoneOverworldHeight && (NPC.downedBoss2 || NPC.downedBoss3))) && (!(Main.expertMode && Main.bloodMoon && (NPC.downedBoss2 || NPC.downedBoss3))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight) && Main.dayTime && !(spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && ((NPC.downedBoss2 || NPC.downedBoss3) && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight) && !Main.dayTime && !(spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))",NPCs/Enemies/HollowSoldierOriginal.cs,850
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0.025f,Pre-Hardmode + Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)) && (!(Main.expertMode && Main.bloodMoon && spawnInfo.Player.ZoneOverworldHeight && (NPC.downedBoss2 || NPC.downedBoss3))) && (!(Main.expertMode && Main.bloodMoon && (NPC.downedBoss2 || NPC.downedBoss3))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight) && Main.dayTime && !(spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight) && !Main.dayTime && !(spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (NPC.downedBoss2 || NPC.downedBoss3 && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))",NPCs/Enemies/HollowSoldierOriginal.cs,852
NPC Spawn Rule,HollowSoldierOriginal,Old Hollow Soldier,Enemies,ModNPC,Natural spawn rules,1,—,1500,58,70,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)) && (!(tsorcRevampWorld.SuperHardMode && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson || spawnInfo.Player.ZoneUnderworldHeight))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneOverworldHeight && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDesert)) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneUnderworldHeight)) && (!(Main.expertMode && Main.bloodMoon && spawnInfo.Player.ZoneOverworldHeight && (NPC.downedBoss2 || NPC.downedBoss3))) && (!(Main.expertMode && Main.bloodMoon && (NPC.downedBoss2 || NPC.downedBoss3))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight) && Main.dayTime && !(spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!((NPC.downedBoss2 || NPC.downedBoss3) && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight) && !Main.dayTime && !(spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(NPC.downedBoss2 || NPC.downedBoss3 && !((spawnInfo.SpawnTileX < 800 || (spawnInfo.SpawnTileX > (Main.maxTilesX - 800))) || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)))",NPCs/Enemies/HollowSoldierOriginal.cs,854
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,Snow,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow),NPCs/Enemies/HollowSpearman.cs,685
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (spawnInfo.Player.townNPCs > 1f),NPCs/Enemies/HollowSpearman.cs,688
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,Corruption + Crimson,Any / condition-defined depth,Day and night / unspecified,—,Conditional / mixed,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson),NPCs/Enemies/HollowSpearman.cs,690
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,Glowing Mushroom,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (spawnInfo.Player.ZoneGlowshroom),NPCs/Enemies/HollowSpearman.cs,691
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0.07f,Pre-Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water),NPCs/Enemies/HollowSpearman.cs,693
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0.05f,Pre-Hardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)",NPCs/Enemies/HollowSpearman.cs,694
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0.05f,Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (Main.hardMode && spawnInfo.Lihzahrd)",NPCs/Enemies/HollowSpearman.cs,695
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0.01f,Hardmode + SuperHardmode,Machine Temple,Caverns,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)",NPCs/Enemies/HollowSpearman.cs,696
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0.025f,Hardmode + SuperHardmode,Machine Temple,Surface,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)",NPCs/Enemies/HollowSpearman.cs,697
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0.035f,Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)",NPCs/Enemies/HollowSpearman.cs,698
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0.09f,Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)",NPCs/Enemies/HollowSpearman.cs,699
NPC Spawn Rule,HollowSpearman,Hollow Spearman,Enemies,ModNPC,Natural spawn rules,1,—,1000,38,45,No,No,No,SpawnChance,0.08f,Hardmode + SuperHardmode,Machine Temple,Any / condition-defined depth,Day and night / unspecified,—,Excluded,"(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow)) && (!(spawnInfo.Player.townNPCs > 1f)) && (!(spawnInfo.Water || spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)) && (!(spawnInfo.Player.ZoneGlowshroom)) && (!(!Main.hardMode && spawnInfo.SpawnTileType == TileID.GreenDungeonBrick && !spawnInfo.Water)) && (!(!spawnInfo.Water && (Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonSlabUnsafe || Main.tile[spawnInfo.SpawnTileX, spawnInfo.SpawnTileY].WallType == WallID.GreenDungeonUnsafe) && !Main.hardMode && !tsorcRevampWorld.SuperHardMode)) && (!(Main.hardMode && spawnInfo.Lihzahrd)) && (!(Main.hardMode && spawnInfo.Player.ZoneNormalCaverns && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneDesert && spawnInfo.Player.ZoneOverworldHeight && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.Player.ZoneUndergroundDesert && !spawnInfo.Water)) && (!(Main.hardMode && spawnInfo.SpawnTileType == TileID.BlueDungeonBrick && !spawnInfo.Water)) && (Main.hardMode && spawnInfo.SpawnTileType == TileID.TungstenBrick && !spawnInfo.Water)",NPCs/Enemies/HollowSpearman.cs,700
